id,title,original_name,url,duration,count,liked_count,album_id,album_code,album_title,album_year,artists,languages
751,KRSH - Koi Tumsa Nahin.mp3,Koi Tumsa Nahin,songs-file/KRSH%20-%20Koi%20Tumsa%20Nahin.mp3.mp3,375.4318367346939,0,0,229,KRSH,Krrish,2006,"Shreya Ghoshal, Sonu Nigam",Hindi
752,LRMB - Pal Pal Har Pal.mp3,Pal Pal Har Pal,songs-file/LRMB%20-%20Pal%20Pal%20Har%20Pal.mp3.mp3,273.1181875,0,0,484,LRMB,Lage Raho Munna Bhai,2006,"Shreya Ghoshal, Sonu Nigam",Hindi
753,GFU - Golmaal.mp3,Golmaal,songs-file/GFU%20-%20Golmaal.mp3.mp3,246.3869387755102,0,0,485,GFU,Golmaal: Fun Unlimited,2006,"Anushka Manchanda, Vishal Dadlani, KK, Shaan",Hindi
754,AKSR - Jhalak Dikhlaja.mp3,Jhalak Dikhlaja,songs-file/AKSR%20-%20Jhalak%20Dikhlaja.mp3.mp3,317.67510204081634,0,0,26,AKSR,Aksar,2006,Himesh Reshammiya,Hindi
755,KRSH - Dil Na Diya.mp3,Dil Na Diya,songs-file/KRSH%20-%20Dil%20Na%20Diya.mp3.mp3,354.32489795918366,0,0,229,KRSH,Krrish,2006,Kunal Ganjawala,Hindi
756,PHP - Ai Meri Zohrajabeen.mp3,Ai Meri Zohrajabeen,songs-file/PHP%20-%20Ai%20Meri%20Zohrajabeen.mp3.mp3,324.8326530612245,0,0,486,PHP,Phir Hera Pheri,2006,Himesh Reshammiya,Hindi
757,GJNI - Aye Bachchu.mp3,Aye Bachchu,songs-file/GJNI%20-%20Aye%20Bachchu.mp3.mp3,228.4930612244898,0,0,138,GJNI,Ghajini,2008,Suzanne D'Mello,Hindi
758,GJNI - Behka.mp3,Behka,songs-file/GJNI%20-%20Behka.mp3.mp3,313.3648979591837,0,0,138,GJNI,Ghajini,2008,Karthik,Hindi
759,DON - Main Hoon Don.mp3,Main Hoon Don,songs-file/DON%20-%20Main%20Hoon%20Don.mp3.mp3,333.2179591836735,0,0,487,DON,Don (The Chase Begins Again),2006,Shaan,Hindi
761,AiSHA - Suno Aisha.mp3,Suno Aisha,songs-file/AiSHA%20-%20Suno%20Aisha.mp3.mp3,259.99673469387756,0,0,488,AiSHA,Aisha,2010,"Nakash Aziz, Ash King, Amit Trivedi",Hindi
762,DON2 - Hai Ye Maya.mp3,Hai Ye Maya,songs-file/DON2%20-%20Hai%20Ye%20Maya.mp3.mp3,282.174693877551,0,0,489,DON2,Don 2,2011,Usha Uthup,Hindi
763,DON2 - Zaraa Dil Ko Thaam Lo.mp3,Zaraa Dil Ko Thaam Lo,songs-file/DON2%20-%20Zaraa%20Dil%20Ko%20Thaam%20Lo.mp3.mp3,308.66285714285715,0,0,489,DON2,Don 2,2011,"Anusha Mani, Vishal Dadlani",Hindi
764,DON - Aaj Ki Raat.mp3,Aaj Ki Raat,songs-file/DON%20-%20Aaj%20Ki%20Raat.mp3.mp3,369.21469387755104,0,0,487,DON,Don (The Chase Begins Again),2006,"Sonu Nigam, Alisha Chinai, Mahalakshmi Iyer",Hindi
765,DON2 - Mujhko Pehchaanlo.mp3,Mujhko Pehchaanlo,songs-file/DON2%20-%20Mujhko%20Pehchaanlo.mp3.mp3,206.0538775510204,0,0,489,DON2,Don 2,2011,KK,Hindi
766,BMBTIC - Boombastic.mp3,Boombastic,songs-file/BMBTIC%20-%20Boombastic.mp3.mp3,234.73632653061225,0,0,490,BMBTIC,Boombastic,1995,Shaggy,English
767,D3 - Tu Hi Junoon.mp3,Tu Hi Junoon,songs-file/D3%20-%20Tu%20Hi%20Junoon.mp3.mp3,307.8269387755102,0,0,101,D3,Dhoom 3,2013,Mohit Chauhan,Hindi
768,YB - Chaand Taare.mp3,Chaand Taare,songs-file/YB%20-%20Chaand%20Taare.mp3.mp3,289.43673469387755,0,0,402,YB,Yes Boss,1997,Abhijeet Bhattacharya,Hindi
769,MPKK - Dil Di Nazar.mp3,Dil Di Nazar,songs-file/MPKK%20-%20Dil%20Di%20Nazar.mp3.mp3,323.134693877551,0,0,491,MPKK,Maine Pyaar Kyun Kiya,2005,"Neeraj Shridhar, Shaan",Hindi
770,MPKK - Just Chill.mp3,Just Chill,songs-file/MPKK%20-%20Just%20Chill.mp3.mp3,325.7208163265306,0,0,491,MPKK,Maine Pyaar Kyun Kiya,2005,"Sonu Nigam, Amrita Kak, Jayesh Gandhi",Hindi
771,PRTNR - Do U Wanna Partner.mp3,Do U Wanna Partner,songs-file/PRTNR%20-%20Do%20U%20Wanna%20Partner.mp3.mp3,273.76326530612243,0,0,492,PRTNR,Partner,2007,"Shaan, Udit Narayan, Wajid Ali, Suzanne D'Mello, Clinton Cerejo",Hindi
772,PRTNR - You're My Love.mp3,You're My Love,songs-file/PRTNR%20-%20You're%20My%20Love.mp3.mp3,275.3519954648526,0,0,492,PRTNR,Partner,2007,"Shweta Pandit, Suzanne D'Mello, Shaan",Hindi
773,DNYA - Pure Love.mp3,Pure Love,songs-file/DNYA%20-%20Pure%20Love.mp3.mp3,201.14285714285714,0,0,493,DNYA,Donya,2008,"Arash, Helena Marianne Josefsson","Swedish, English, Iranian"
774,ARSH - One Night in Dubai.mp3,One Night in Dubai,songs-file/ARSH%20-%20One%20Night%20in%20Dubai.mp3.mp3,160.52244897959184,0,0,447,ARSH,Arash,2004,"Arash, Helena Marianne Josefsson","Swedish, English, Iranian"
775,BRIOFINO - Gasolina.mp3,Gasolina,songs-file/BRIOFINO%20-%20Gasolina.mp3.mp3,192.648,0,0,494,BRIOFINO,Barrio Fino,2004,Daddy Yankee,Spanish
776,MIA - Mia.mp3,Mia,songs-file/MIA%20-%20Mia.mp3.mp3,210.70367346938775,0,0,495,MIA,MIA - Drake,2018,"Drake, Bad Bunny",Spanish
777,TFOTF - Hey Ma (Spanish Version).mp3,Hey Ma (Spanish Version),songs-file/TFOTF%20-%20Hey%20Ma%20(Spanish%20Version).mp3.mp3,223.21632653061224,0,0,496,TFOTF,The Fate of the Furious,2017,"Pitbull, J Balvin",Spanish
778,TFOTF - Good Life.mp3,Good Life,songs-file/TFOTF%20-%20Good%20Life.mp3.mp3,231.209875,0,0,496,TFOTF,The Fate of the Furious,2017,"G-Eazy, Kehlani",English
779,FREDM - Right Now (Na Na Na).mp3,Right Now (Na Na Na),songs-file/FREDM%20-%20Right%20Now%20(Na%20Na%20Na).mp3.mp3,300.69551020408164,0,0,497,FREDM,Freedom,2008,Akon,English
781,DY - Con Calma.mp3,Con Calma,songs-file/DY%20-%20Con%20Calma.mp3,193.30612244897958,0,0,86,DY,Daddy Yankee,1994,Daddy Yankee,Spanish
782,FREDM - Beautiful.mp3,Beautiful,songs-file/FREDM%20-%20Beautiful.mp3,228.1534693877551,0,0,497,FREDM,Freedom,2008,Akon,English
783,FREDM - Don't Matter.mp3,Don't Matter,songs-file/FREDM%20-%20Don't%20Matter.mp3,244.00979591836736,0,0,497,FREDM,Freedom,2008,Akon,English
788,SLEI - Salaam-E-Ishq.mp3,Salaam-E-Ishq,songs-file/SLEI%20-%20Salaam-E-Ishq.mp3,424.75102040816324,0,0,327,SLEI,Salaam-E-Ishq,2007,"Sonu Nigam, Shankar Mahadevan, Kunal Ganjawala, Shreya Ghoshal, Sadhana Sargam",Hindi
789,KrisCotg - Suna Suna.mp3,Suna Suna,songs-file/KrisCotg%20-%20Suna%20Suna.mp3,407.6408163265306,0,0,498,KrisCotg,Krishna Cottage,2004,Shreya Ghoshal,Hindi
790,SeS - Waka Waka (This Time for Africa).mp3,Waka Waka (This Time for Africa),songs-file/SeS%20-%20Waka%20Waka%20(This%20Time%20for%20Africa).mp3,210.25335,0,0,501,SeS,Sale el Sol,2010,Shakira,"Spanish, English"
791,Dubi - Dubidubidu.mp3,Dubidubidu,songs-file/Dubi%20-%20Dubidubidu.mp3,225.0448979591837,0,0,502,Dubi,Dubidubidu,2003,Christell,Spanish
792,SLEI - Dil Kya Kare.mp3,Dil Kya Kare,songs-file/SLEI%20-%20Dil%20Kya%20Kare.mp3,327.88897959183674,0,0,327,SLEI,Salaam-E-Ishq,2007,"Adnan Sami, Shankar-Ehsaan-Loy, Sameer Anjaan",Hindi
793,FREDM - Lonely (Akon).mp3,Lonely (Akon),songs-file/FREDM%20-%20Lonely%20(Akon).mp3,236.12081632653062,0,0,497,FREDM,Freedom,2008,Akon,English
794,BllaCao - Bella Ciao.mp3,Bella Ciao,songs-file/BllaCao%20-%20Bella%20Ciao.mp3,134.7134693877551,0,0,503,BllaCao,Bella Ciao,2018,Manu Pilas,Italian
795,KhosKaGhos - Chak De Phattey.mp3,Chak De Phattey,songs-file/KhosKaGhos%20-%20Chak%20De%20Phattey.mp3,346.72326530612247,0,0,504,KhosKaGhos,Khosla Ka Ghosla!,2006,"Dhruv Dhalla, Bapi-Tutul, Kailash Kher","Punjabi, Hindi"
796,SIOSP - Mary On A Cross.mp3,Mary On A Cross,songs-file/SIOSP%20-%20Mary%20On%20A%20Cross.mp3,245.23755102040818,0,0,505,SIOSP,Seven Inches Of Satanic Panic,2019,Ghost,English
797,LMLYD - Love me like you do.mp3,Love me like you do,songs-file/LMLYD%20-%20Love%20me%20like%20you%20do.mp3,239.52,0,0,506,LMLYD,Love me like you do,2017,Ellie Goulding,English
798,NmsteLndn - Main Jahaan Rahoon.mp3,Main Jahaan Rahoon,songs-file/NmsteLndn%20-%20Main%20Jahaan%20Rahoon.mp3,382.56326530612245,0,0,507,NmsteLndn,Namastey London,2007,"Rahat Fateh Ali Khan, Krishna Beuraa",Hindi
799,RHTDM - Such Keh Raha Hai.mp3,Such Keh Raha Hai,songs-file/RHTDM%20-%20Such%20Keh%20Raha%20Hai.mp3,328.93387755102043,0,0,508,RHTDM,Rehnaa Hai Terre Dil Mein,2001,"KK, Harris Jayaraj",Hindi
800,MrNtwrlal - Pardesiya Yeh Sach Hai Piya (Remix).mp3,Pardesiya Yeh Sach Hai Piya (Remix),songs-file/MrNtwrlal%20-%20Pardesiya%20Yeh%20Sach%20Hai%20Piya%20(Remix).mp3,254.3386875,0,0,509,MrNtwrlal,Mr. Natwarlal,1979,"Kishore Kumar, Lata Mangeshkar",Hindi
801,BTB - One Love.mp3,One Love,songs-file/BTB%20-%20One%20Love.mp3,210.28571428571428,0,0,510,BTB,Beyond The Blue,1990,BlueOneLove,English
802,LTALMT - Cheri Cheri Lady.mp3,Cheri Cheri Lady,songs-file/LTALMT%20-%20Cheri%20Cheri%20Lady.mp3,197.0938775510204,0,0,511,LTALMT,Let's Talk About Love (Modern Talking),1985,Modern Talking,English
803,MTH - Besharmi Ki Height.mp3,Besharmi Ki Height,songs-file/MTH%20-%20Besharmi%20Ki%20Height.mp3,289.41061224489795,0,0,244,MTH,Main Tera Hero,2014,"Sajid-Wajid, Benny Dayal, Shalmali Kholgade",Hindi
804,KalaBzr - Paisa Bolta Hai.mp3,Paisa Bolta Hai,songs-file/KalaBzr%20-%20Paisa%20Bolta%20Hai.mp3,323.7355102040816,0,0,512,KalaBzr,Kala Bazaar,1989,Nitin Mukesh,Hindi
805,"LndrSrvc - Whenever, Wherever (from Live & Off the Record).mp3","Whenever, Wherever (from Live & Off the Record)",songs-file/LndrSrvc%20-%20Whenever%2C%20Wherever%20(from%20Live%20%26%20Off%20the%20Record).mp3,196.33632653061224,0,0,513,LndrSrvc,Laundry Service,2001,Shakira,English
806,LGBA - 7 Years.mp3,7 Years,songs-file/LGBA%20-%207%20Years.mp3,234.39673469387756,0,0,514,LGBA,Lukas Graham (Blue Album),2015,Lukas Graham,English
807,YehDilgi - Ole Ole.mp3,Ole Ole,songs-file/YehDilgi%20-%20Ole%20Ole.mp3,270.94204081632654,0,0,515,YehDilgi,Yeh Dillagi,1994,Abhijeet Bhattacharya,Hindi
808,AftrHrs - Blinding Lights.mp3,Blinding Lights,songs-file/AftrHrs%20-%20Blinding%20Lights.mp3,203.311,0,0,516,AftrHrs,After Hours,2020,Abel Tesfaye,English
809,MrBn - Crash.mp3,Crash,songs-file/MrBn%20-%20Crash.mp3,176.09142857142857,0,0,517,MrBn,Mr. Bean's Holiday,2007,Matt Willis,English
810,C07EAS - The Cycle.mp3,The Cycle,songs-file/C07EAS%20-%20The%20Cycle.mp3,232.15020408163267,0,0,519,C07EAS,Cricket 07 (EA Sports),2007,Unknown,English
811,C07EAS - Push To Talk- Problems.mp3,Push To Talk- Problems,songs-file/C07EAS%20-%20Push%20To%20Talk-%20Problems.mp3,227.616,0,0,519,C07EAS,Cricket 07 (EA Sports),2007,Unknown,English
812,C07EAS - The Rivers - Honest.mp3,The Rivers - Honest,songs-file/C07EAS%20-%20The%20Rivers%20-%20Honest.mp3,139.853787,0,0,519,C07EAS,Cricket 07 (EA Sports),2007,Unknown,English
813,C07EAS - Makuma.mp3,Makuma,songs-file/C07EAS%20-%20Makuma.mp3,208.631293,0,0,519,C07EAS,Cricket 07 (EA Sports),2007,Unknown,English
814,C07EAS - Killer Kat.mp3,Killer Kat,songs-file/C07EAS%20-%20Killer%20Kat.mp3,124.52571428571429,0,0,519,C07EAS,Cricket 07 (EA Sports),2007,Unknown,English
815,C07EAS - Maximus Dan - Love Generation.mp3,Maximus Dan - Love Generation,songs-file/C07EAS%20-%20Maximus%20Dan%20-%20Love%20Generation.mp3,272.161088,0,0,519,C07EAS,Cricket 07 (EA Sports),2007,Unknown,English
816,TCTC - Toca Toca.mp3,Toca Toca,songs-file/TCTC%20-%20Toca%20Toca.mp3,174.15836734693877,0,0,520,TCTC,Toca Toca,2012,Fly Project,English
817,LVD5A - Zunea-Zunea.mp3,Zunea-Zunea,songs-file/LVD5A%20-%20Zunea-Zunea.mp3,176.92734693877551,0,0,521,LVD5A,La varsta de 5 ani,2008,Cleopatra Stratan,Romanian
819,CBML - Can't Buy Me Loving (La La La).mp3,Can't Buy Me Loving (La La La),songs-file/CBML%20-%20Can't%20Buy%20Me%20Loving%20(La%20La%20La).mp3,204.86965986394557,0,0,523,CBML,Can't Buy Me Loving,2021,Rauf & Faik,"Russian, English"
820,TAYDK - SAD GIRLZ LUV MONEY.mp3,SAD GIRLZ LUV MONEY,songs-file/TAYDK%20-%20SAD%20GIRLZ%20LUV%20MONEY.mp3,204.84,0,0,524,TAYDK,The Angel You Don't Know,2020,Amaarae,English
821,KKHH - Koi Mil Gaya.mp3,Koi Mil Gaya,songs-file/KKHH%20-%20Koi%20Mil%20Gaya.mp3,437.7338775510204,0,0,232,KKHH,Kuch Kuch Hota Hai,1998,Jatin-Lalit,Hindi
822,MAARI - Maari Thara Local (Here Comes Maari).mp3,Maari Thara Local (Here Comes Maari),songs-file/MAARI%20-%20Maari%20Thara%20Local%20(Here%20Comes%20Maari).mp3,230.2722902494331,0,0,525,MAARI,Maari,2015,"Dhanush, Anirudh Ravichander",Tamil
823,Ktrtsu - Kiteretsu.mp3,Kiteretsu,songs-file/Ktrtsu%20-%20Kiteretsu.mp3,85.08081632653061,0,0,526,Ktrtsu,Kiteretsu Daihyakka,1974,Kiteretsu,"Hindi, Cartoon"
824,D - Doraemon Tracks (Collections of childhood).mp3,Doraemon Tracks (Collections of childhood),songs-file/D%20-%20Doraemon%20Tracks%20(Collections%20of%20childhood).mp3,1843.272,0,0,112,D,Doraemon,1979,Doraemon,"BGM, Cartoon"
825,HdLnd - MONSTER IN A SHIRT.mp3,MONSTER IN A SHIRT,songs-file/HdLnd%20-%20MONSTER%20IN%20A%20SHIRT.mp3,190.32816326530613,0,0,527,HdLnd,Headland,2006,Headland,English
826,Titnic - Titanic Theme (Trap Remix).mp3,Titanic Theme (Trap Remix),songs-file/Titnic%20-%20Titanic%20Theme%20(Trap%20Remix).mp3,239.976,0,0,528,Titnic,Titanic,1997,James Horner,"BGM, English"
827,MysRock - Lay Lay Lay La La La.mp3,Lay Lay Lay La La La,songs-file/MysRock%20-%20Lay%20Lay%20Lay%20La%20La%20La.mp3,215.208,0,0,529,MysRock,Mysterious Rock,2020,Jamal Belal,Arabic
828,DIML - It's My Life.mp3,It's My Life,songs-file/DIML%20-%20It's%20My%20Life.mp3,240.072,0,0,530,DIML,Dr. Alban It's My Life,1992,"Denniz Pop, Dr. Alban",English
829,HRTLS - Main Dhoondne Ko Zamaane Mein (Remix).mp3,Main Dhoondne Ko Zamaane Mein (Remix),songs-file/HRTLS%20-%20Main%20Dhoondne%20Ko%20Zamaane%20Mein%20(Remix).mp3,264.24,0,0,155,HRTLS,Heartless,2014,Arijit Singh,Hindi
830,DORIE - Hum Kis Galli Jaa Rahe Hai.mp3,Hum Kis Galli Jaa Rahe Hai,songs-file/DORIE%20-%20Hum%20Kis%20Galli%20Jaa%20Rahe%20Hai.mp3,301.03510204081635,0,0,531,DORIE,Doorie,2006,Atif Aslam,Hindi
831,JAILR - Hukum – Thalaivar Alappara.mp3,Hukum – Thalaivar Alappara,songs-file/JAILR - Hukum – Thalaivar Alappara.mp3,206.712,0,0,532,JAILR,Jailer,2023,"Anirudh Ravichander, Rajinikanth",Tamil
832,TZH - Dil Diyan Gallan.mp3,Dil Diyan Gallan,songs-file/TZH%20-%20Dil%20Diyan%20Gallan.mp3,260.57142857142856,0,0,533,TZH,Tiger Zinda Hai,2017,Atif Aslam,Hindi
833,GNIUS - Dil Meri Na Sune.mp3,Dil Meri Na Sune,songs-file/GNIUS%20-%20Dil%20Meri%20Na%20Sune.mp3,236.04,0,0,534,GNIUS,Genius,2018,Atif Aslam,Hindi
834,FLS - Pehli Dafa.mp3,Pehli Dafa,songs-file/FLS%20-%20Pehli%20Dafa.mp3,282.312,0,0,535,FLS,First Love Songs,2017,Atif Aslam,Hindi
835,BGMC - Dekhte Dekhte.mp3,Dekhte Dekhte,songs-file/BGMC%20-%20Dekhte%20Dekhte.mp3,255.12,0,0,536,BGMC,Batti Gul Meter Chalu,2018,Atif Aslam,Hindi
836,SWNRI - Musafir.mp3,Musafir,songs-file/SWNRI%20-%20Musafir.mp3,310.75265306122446,0,0,537,SWNRI,Sweetiee weds NRI,2017,Atif Aslam,Hindi
837,AFJ - Toota Jo Kabhi Tara.mp3,Toota Jo Kabhi Tara,songs-file/AFJ%20-%20Toota%20Jo%20Kabhi%20Tara.mp3,283.824,0,0,538,AFJ,A Flying Jatt,2016,"Sumedha Karmahe, Atif Aslam",Hindi
838,DORIE - Kuch Is Tarah.mp3,Kuch Is Tarah,songs-file/DORIE%20-%20Kuch%20Is%20Tarah.mp3,313.44,0,0,531,DORIE,Doorie,2006,Atif Aslam,Hindi
839,MSD - PHIR KABHI.mp3,PHIR KABHI,songs-file/MSD%20-%20PHIR%20KABHI.mp3,215.16,0,0,539,MSD,M.S. Dhoni: The Untold Story,2016,"Arijit Singh, Armaan Malik",Hindi
840,MSD - JAB TAK.mp3,JAB TAK,songs-file/MSD%20-%20JAB%20TAK.mp3,210.864,0,0,539,MSD,M.S. Dhoni: The Untold Story,2016,"Amaal Mallik, Armaan Malik",Hindi
841,MSD - KAUN TUJHE.mp3,KAUN TUJHE,songs-file/MSD%20-%20KAUN%20TUJHE.mp3,215.544,0,0,539,MSD,M.S. Dhoni: The Untold Story,2016,"Amaal Mallik, Palak Muchhal",Hindi
842,AngMdum - Ek Zindagi.mp3,Ek Zindagi,songs-file/AngMdum%20-%20Ek%20Zindagi.mp3,168.792,0,0,540,AngMdum,Angrezi Medium,2020,"Taniska Sanghvi, Sachin-Jigar",Hindi
843,MSD - BESABRIYAAN.mp3,BESABRIYAAN,songs-file/MSD%20-%20BESABRIYAAN.mp3,210.0,0,0,539,MSD,M.S. Dhoni: The Untold Story,2016,"Amaal Mallik, Armaan Malik",Hindi
844,DSORDS - Waste.mp3,Waste,songs-file/DSORDS%20-%20Waste.mp3,124.68,0,0,541,DSORDS,DISORDERS,2021,Kxllswxtch,English
845,ENCR - Mockingbird.mp3,Mockingbird,songs-file/ENCR%20-%20Mockingbird.mp3,257.88,0,0,542,ENCR,Encore,2004,Eminem,English
846,TPCV1 - In the End (Linkin Park).mp3,In the End (Linkin Park),songs-file/TPCV1%20-%20In%20the%20End%20(Linkin%20Park).mp3,218.544,0,0,543,TPCV1,Tommee Profitt Covers (Vol. 1),2020,Tommee Profitt,English
848,HybTeory - Linkin Park - In the End.mp3,Linkin Park - In the End,songs-file/HybTeory%20-%20Linkin%20Park%20-%20In%20the%20End.mp3,218.256,0,0,545,HybTeory,Hybrid Theory,2000,Linkin Park,English
849,MainRoya - Maine Royaan.mp3,Maine Royaan,songs-file/MainRoya%20-%20Maine%20Royaan.mp3,283.42857142857144,0,0,546,MainRoya,Maine Royaan,2012,"Tanveer Evan, Piran Khan",Hindi
850,1Dnce - One Dance.mp3,One Dance,songs-file/1Dnce%20-%20One%20Dance.mp3,174.96,0,0,547,1Dnce,One Dance,2016,Drake,English
851,ATW - As It Was.mp3,As It Was,songs-file/ATW%20-%20As%20It%20Was.mp3,165.69469387755103,0,0,548,ATW,As It Was,2022,Harry Styles,English
852,MayNoDor - Mayonaka no Door / Stay With Me.mp3,Mayonaka no Door / Stay With Me,songs-file/%20Stay%20With%20Me.mp3,343.0922448979592,0,0,549,MayNoDor,Mayonaka no Door,1979,Miki Matsubara,"Korean, English"
853,SCRPN - God's Plan.mp3,God's Plan,songs-file/SCRPN%20-%20God's%20Plan.mp3,199.02693877551022,0,0,550,SCRPN,Scorpion,2018,Drake,English
854,SCRPN - In My Feelings.mp3,In My Feelings,songs-file/SCRPN%20-%20In%20My%20Feelings.mp3,236.616,0,0,550,SCRPN,Scorpion,2018,Drake,English
855,LSfTS - Love Story (Kid Version).mp3,Love Story (Kid Version),songs-file/LSfTS%20-%20Love%20Story%20(Kid%20Version).mp3,94.45877551020408,0,0,551,LSfTS,Love Story (From Taylor Swift),2008,Liane,English
856,LSfTS - Love Story (Taylor Swift).mp3,Love Story (Taylor Swift),songs-file/LSfTS%20-%20Love%20Story%20(Taylor%20Swift).mp3,236.59102040816327,0,0,551,LSfTS,Love Story (From Taylor Swift),2008,Taylor Swift,English
857,CEDVRST - Close Eyes.mp3,Close Eyes,songs-file/CEDVRST%20-%20Close%20Eyes.mp3,132.54530612244898,0,0,552,CEDVRST,Close Eyes,2021,DVRST,"BGM, English"
858,AMW - Astronaut in the Ocean.mp3,Astronaut in the Ocean,songs-file/AMW%20-%20Astronaut%20in%20the%20Ocean.mp3,132.31020408163266,0,0,553,AMW,Astronomical (Masked Wolf),2021,Masked Wolf,English
859,BilNr - Bilionera.mp3,Bilionera,songs-file/BilNr%20-%20Bilionera.mp3,185.208,0,0,554,BilNr,Bilionera,2014,Otilia Brumă,"Spanish, English"
860,ALTO - Another Love.mp3,Another Love,songs-file/ALTO%20-%20Another%20Love.mp3,247.6669387755102,0,0,555,ALTO,Another Love,2012,Tom Odell,English
861,U - Bewafa.mp3,Bewafa,songs-file/U%20-%20Bewafa.mp3,222.85333333333332,0,0,386,U,Unforgettable,2008,Imran Khan,"Punjabi, Hindi"
862,MCCv140 - Skyfall.mp3,Skyfall,songs-file/MCCv140%20-%20Skyfall.mp3,289.41061224489795,0,0,556,MCCv140,"Mastermix Classic Cuts, Volume 140: Modern Ballads",2014,Adele,English
863,StLo - Stereo Love (Slowed).mp3,Stereo Love (Slowed),songs-file/StLo%20-%20Stereo%20Love%20(Slowed).mp3,279.864,0,0,413,StLo,Stereo Love,2009,"Edward Maya, Vika Jigulina",English
864,BORDCST - (I Just) Died in Your Arms.mp3,(I Just) Died in Your Arms,songs-file/BORDCST%20-%20(I%20Just)%20Died%20in%20Your%20Arms.mp3,271.128,0,0,557,BORDCST,Broadcast,1986,Cutting Crew,English
865,MEMR - Distant Echoes.mp3,Distant Echoes,songs-file/MEMR%20-%20Distant%20Echoes.mp3,183.771425,0,0,702,DISTNTECOS,Distant Echoes,2023,Narvent,"BGM, English"
866,HnF - Somewhere Only We Know.mp3,Somewhere Only We Know,songs-file/HnF%20-%20Somewhere%20Only%20We%20Know.mp3,236.64326530612246,0,0,558,HnF,Hopes and Fears,2004,Keane,English
867,STVOM - Love Your Voice.mp3,Love Your Voice,songs-file/STVOM%20-%20Love%20Your%20Voice.mp3,150.70045,0,0,559,STVOM,Spisok tvoikh mysley,2019,JONY,"Russian, English"
868,AMW - Astronaut in the Ocean (GANGSTER GANG).mp3,Astronaut in the Ocean (GANGSTER GANG),songs-file/AMW%20-%20Astronaut%20in%20the%20Ocean%20(GANGSTER%20GANG).mp3,148.636775,0,0,553,AMW,Astronomical (Masked Wolf),2021,Masked Wolf,English
869,Ptrk - Petrunko (GANGSTER GANG).mp3,Petrunko (GANGSTER GANG),songs-file/Ptrk%20-%20Petrunko%20(GANGSTER%20GANG).mp3,194.1682,0,0,560,Ptrk,Petrunko,2020,Unknown,"Russian, English"
870,RIIS - Rockstar (GANSTER GANG).mp3,Rockstar (GANSTER GANG),songs-file/RIIS%20-%20Rockstar%20(GANSTER%20GANG).mp3,210.886525,0,0,561,RIIS,Rockstar (Ilkay Sencan),2019,"Dynoro, Ilkay Sencan",English
871,MINW - Ainsi bas la vida (GANGSTER GANG).mp3,Ainsi bas la vida (GANGSTER GANG),songs-file/MINW%20-%20Ainsi%20bas%20la%20vida%20(GANGSTER%20GANG).mp3,149.8906,0,0,562,MINW,Mini World,2014,Indila,French
872,HDDCS - Tadap Tadap.mp3,Tadap Tadap,songs-file/HDDCS%20-%20Tadap%20Tadap.mp3,398.96816326530615,0,0,563,HDDCS,Hum Dil De Chuke Sanam,1999,"Ismail Darbar, Dominique Cerejo, Mehboob, KK",Hindi
873,WZIR - Tere Bin (Wazir).mp3,Tere Bin (Wazir),songs-file/WZIR%20-%20Tere%20Bin%20(Wazir).mp3,245.05469387755102,0,0,564,WZIR,Wazir,2016,"Shreya Ghoshal, Sonu Nigam",Hindi
874,Ccktl - Daaru Desi.mp3,Daaru Desi,songs-file/Ccktl%20-%20Daaru%20Desi.mp3,269.6620408163265,0,0,565,Ccktl,Cocktail,2012,"Pritam Chakraborty, Benny Dayal, Shalmali Kholgade",Hindi
875,"DSTN - Desi Girl (From ""Dostana"").mp3","Desi Girl (From ""Dostana"")",songs-file/DSTN%20-%20Desi%20Girl%20(From%20Dostana).mp3,307.01714285714286,0,0,113,DSTN,Dostana,2008,"Vishal Dadlani, Sunidhi Chauhan, Shekhar Ravjiani, Shankar-Ehsaan-Loy",Hindi
876,IHLS - I Hate Luv Storys.mp3,I Hate Luv Storys,songs-file/IHLS%20-%20I%20Hate%20Luv%20Storys.mp3,285.38775510204084,0,0,173,IHLS,I Hate Luv Storys,2010,Vishal Dadlani,Hindi
877,PRDA - Prada.mp3,Prada,songs-file/PRDA%20-%20Prada.mp3,177.76326530612246,0,0,566,PRDA,Prada,2019,Jass Manak,Punjabi
878,Khb - Khaab.mp3,Khaab,songs-file/Khb%20-%20Khaab.mp3,201.76979591836735,0,0,567,Khb,Khaab,2016,Akhil,Punjabi
879,Skhyn - Sakhiyaan.mp3,Sakhiyaan,songs-file/Skhyn%20-%20Sakhiyaan.mp3,179.38285714285715,0,0,568,Skhyn,Sakhiyaan,2018,Maninder Buttar,Punjabi
880,KJL - Kale Je Libaas.mp3,Kale Je Libaas,songs-file/KJL%20-%20Kale%20Je%20Libaas.mp3,265.50857142857143,0,0,569,KJL,Kale Je Libaas,2021,Kaka (Ravinder Singh),Punjabi
881,LNGA - Lehanga.mp3,Lehanga,songs-file/LNGA%20-%20Lehanga.mp3,210.49469387755101,0,0,570,LNGA,Lehanga,2019,Jass Manak,Punjabi
882,XCUSS - Excuses.mp3,Excuses,songs-file/XCUSS%20-%20Excuses.mp3,176.3004081632653,0,0,571,XCUSS,Excuses,2020,"Gurinder Gill,, AP Dhillon, INTENSE",Punjabi
